Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,HL_Spread,Close_Position,RSI_Lag_1,RSI_Lag_2,Return_1D_Lag_1,Return_1D_Lag_2,MACD_Lag_1,MACD_Lag_2,Vol_Ratio_Lag_1,Vol_Ratio_Lag_2,Target,Probability,Signal,Position_Change
2026-05-26,37.89,38.4,37.37,37.58,68553911,0.0422,0.095,-0.0474,57.9545,0.0212,0.0227,6.9741,0.047,0.0965,68618357.5,0.9991,-0.0082,0.0273,0.0697,0.0274,0.2039,59.3176,53.1068,0.0522,0.0141,0.0197,0.0177,1.4144,1.1666,1,0.2807,-1,0
2026-05-27,37.62,39.49,37.46,39.24,133987597,0.0792,0.137,-0.0052,62.8742,0.0245,0.0222,8.9395,0.0467,0.1173,72329260.95,1.8525,0.0442,0.0617,0.0894,0.0517,0.8768,57.9545,59.3176,-0.0082,0.0522,0.0212,0.0197,0.9991,1.4144,0,0.334,-1,0
2026-05-28,39.24,39.24,39.24,39.24,0,0.0711,0.1309,-0.0052,62.8742,0.0275,0.0233,9.0,0.0427,0.1359,69363056.4,0.0,0.0,0.105,0.09,0.0,0.0,62.8742,57.9545,0.0442,-0.0082,0.0245,0.0212,1.8525,0.9991,1,0.2443,-1,0
2026-05-29,39.7,42.88,39.65,41.49,326178767,0.1184,0.1866,0.0513,68.642,0.0322,0.0241,16.2836,0.0433,0.1696,85671994.75,3.8073,0.0573,0.1522,0.1628,0.0779,0.5697,62.8742,62.8742,0.0,0.0442,0.0275,0.0245,0.0,1.8525,0,0.3245,-1,0
2026-06-01,41.87,42.0,39.13,39.53,137812970,0.059,0.1248,0.0016,59.9104,0.0346,0.0271,13.1692,0.0464,0.1898,89778891.25,1.535,-0.0472,0.0433,0.1317,0.0726,0.1394,68.642,62.8742,0.0573,0.0,0.0322,0.0275,3.8073,0.0,1,0.2783,-1,0
2026-06-02,38.5,40.0,38.08,39.83,98959590,0.0602,0.1275,0.0091,60.7337,0.0351,0.0286,8.8846,0.0471,0.1926,90640920.85,1.0918,0.0076,0.0599,0.0888,0.0482,0.9115,59.9104,68.642,-0.0472,0.0573,0.0346,0.0322,1.535,3.8073,1,0.3507,-1,0
2026-06-03,40.0,43.81,39.14,43.74,266948059,0.1464,0.2267,0.107,69.5199,0.0394,0.0287,18.3442,0.0476,0.216,101225983.0,2.6371,0.0982,0.1147,0.1834,0.1068,0.985,60.7337,59.9104,0.0076,-0.0472,0.0351,0.0346,1.0918,1.535,0,0.3184,-1,0
2026-06-04,43.49,45.5,42.82,43.32,251627228,0.1209,0.2048,0.0953,67.7658,0.0443,0.032,21.9938,0.051,0.2425,111361295.0,2.2596,-0.0096,0.104,0.2199,0.0619,0.1866,69.5199,60.7337,0.0982,0.0076,0.0394,0.0351,2.6371,1.0918,1,0.2645,-1,0
2026-06-05,43.4,45.1,42.78,44.88,232651366,0.1437,0.2361,0.1333,70.7208,0.0485,0.0344,24.632,0.0509,0.2688,118633823.25,1.9611,0.036,0.0817,0.2463,0.0517,0.9052,67.7658,69.5199,-0.0096,0.0982,0.0443,0.0394,2.2596,2.6371,0,0.3287,-1,0
2026-06-08,44.0,46.37,43.28,44.43,254523598,0.1182,0.2131,0.1205,68.7626,0.0522,0.0383,17.2605,0.0512,0.2961,125680036.15,2.0252,-0.01,0.124,0.1726,0.0695,0.3722,70.7208,67.7658,0.036,-0.0096,0.0485,0.0443,1.9611,2.2596,0,0.2873,-1,0
