Date,Open,High,Low,Close,Volume
2020-11-06,898.18,920.74,892.83,915.85,66674086
2020-11-09,930.72,933.83,918.94,925.57,35838510
2020-11-10,937.44,943.31,921.28,940.85,36934242
2020-11-11,942.86,945.57,892.8,901.43,56724780
2020-11-12,894.11,906.5,886.89,893.66,40046527
2020-11-13,894.56,919.23,894.45,901.06,45388670
2020-11-14,909.41,909.59,900.59,903.73,5226220
2020-11-17,941.05,941.05,895.92,899.64,46542562
2020-11-18,899.64,905.62,884.68,896.91,30402290
2020-11-19,896.91,907.41,888.34,890.57,27796343
2020-11-20,891.41,895.38,855.3,857.33,57471248
2020-11-23,880.57,889.15,869.4,880.44,45327567
2020-11-24,886.44,890.95,872.0,886.46,30936268
2020-11-25,893.66,899.51,876.6,879.13,32637879
2020-11-26,881.5,886.89,871.12,881.3,25838637
2020-11-27,875.83,882.87,867.21,871.0,47336811
2020-12-01,875.77,887.46,871.12,882.33,19750687
2020-12-02,883.96,885.54,873.35,883.8,22188887
2020-12-03,890.05,894.16,884.03,886.46,27785372
2020-12-04,888.7,888.7,875.61,878.65,18464552
2020-12-07,875.88,886.89,875.88,883.82,18242188
2020-12-08,885.15,909.12,880.12,899.87,43403061
2020-12-09,907.18,917.94,902.35,914.85,29175254
2020-12-10,912.44,915.55,903.14,905.85,16065507
2020-12-11,908.56,919.84,891.07,905.31,26944202
2020-12-14,906.28,909.46,896.53,898.76,17312747
2020-12-15,898.04,898.04,885.13,891.11,18551265
2020-12-16,897.27,900.41,887.21,892.1,18561011
2020-12-17,895.69,904.95,892.38,896.19,20252358
2020-12-18,893.71,904.9,886.89,898.87,18466344
2020-12-21,907.2,912.62,837.36,875.47,44135540
2020-12-22,879.67,884.14,852.34,874.12,28140001
2020-12-23,871.09,880.78,866.87,877.35,19501410
2020-12-24,878.77,902.15,878.27,900.05,20776988
2020-12-28,905.71,910.81,900.57,904.18,17221499
2020-12-29,906.75,908.24,894.81,898.2,18611939
2020-12-30,900.54,905.94,891.65,900.66,22043630
2020-12-31,899.76,908.06,893.03,896.05,18781189
2021-01-01,897.27,901.33,894.56,897.05,10015175
2021-01-04,900.48,902.19,888.25,898.56,24513534
2021-01-05,888.7,895.29,882.83,887.39,24123091
2021-01-06,887.3,887.34,859.88,863.99,46401468
2021-01-07,866.81,877.86,859.88,862.59,32325918
2021-01-08,865.68,874.89,863.02,872.76,27540187
2021-01-11,875.07,875.07,854.17,856.31,33307825
2021-01-12,858.91,884.64,857.51,883.3,41161546
2021-01-13,886.24,891.38,865.88,875.07,26619458
2021-01-14,877.86,887.75,875.18,884.91,21553242
2021-01-15,884.91,890.86,866.6,874.46,20593268
2021-01-18,879.72,901.33,868.09,895.44,35100458
2021-01-19,900.27,916.68,900.27,910.09,32006615
2021-01-20,912.35,928.87,903.32,927.38,30924537
2021-01-21,939.7,956.85,936.54,947.55,39087742
2021-01-22,952.79,954.75,918.55,925.08,30532660
2021-01-25,918.46,918.46,872.0,876.06,54207104
2021-01-27,868.84,868.84,852.14,855.3,42370131
2021-01-28,848.6,868.07,844.01,846.97,34067814
2021-01-29,854.98,863.47,825.96,831.35,43712383
2021-02-01,839.23,859.81,834.08,855.43,34180952
2021-02-02,863.99,875.61,837.22,869.2,41470034
2021-02-03,870.33,881.02,857.55,871.39,30301696
