Date,Open,High,Low,Close,Volume
2020-12-29,125.65,128.04,122.26,124.0,472646
2020-12-30,125.55,130.18,122.06,130.18,608232
2020-12-31,134.52,136.66,134.52,136.66,1048716
2021-01-01,141.49,143.38,137.01,138.15,943167
2021-01-04,138.45,141.34,133.57,136.56,703329
2021-01-05,134.52,140.94,134.07,138.55,609474
2021-01-06,140.2,140.3,133.52,135.81,383460
2021-01-07,138.6,139.2,133.17,136.06,412114
2021-01-08,138.35,138.5,135.46,135.76,290446
2021-01-11,138.95,139.25,132.82,133.82,481404
2021-01-12,134.72,136.56,127.14,132.47,603947
2021-01-13,133.07,135.21,127.04,129.88,416391
2021-01-14,129.93,136.31,128.54,135.36,605020
2021-01-15,136.86,138.05,132.52,132.82,421470
2021-01-18,134.52,134.92,128.54,131.08,361408
2021-01-19,134.42,137.61,134.17,137.61,475978
2021-01-20,139.4,139.4,135.51,136.76,462334
2021-01-21,143.58,143.58,136.01,142.64,2143346
2021-01-22,142.49,143.98,136.11,140.99,780267
2021-01-25,143.48,146.47,134.52,136.16,482738
2021-01-27,138.8,141.99,134.52,138.4,573519
2021-01-28,136.41,140.94,135.51,139.95,347518
2021-01-29,140.1,143.98,137.61,139.65,360770
2021-02-01,141.74,142.94,136.41,138.45,336259
2021-02-02,139.6,141.19,136.01,136.71,244225
2021-02-03,138.0,143.53,135.36,143.53,365971
2021-02-04,150.71,150.71,150.71,150.71,140981
2021-02-05,157.43,165.75,151.65,164.11,1662355
2021-02-08,163.16,180.5,161.37,175.92,2190728
2021-02-09,179.26,180.55,169.49,170.94,924428
2021-02-10,171.09,171.28,161.07,165.55,735760
2021-02-11,165.31,180.25,161.52,171.28,762986
2021-02-12,173.18,173.23,164.91,169.89,411040
2021-02-15,171.23,176.32,168.59,170.39,561206
2021-02-16,171.58,173.33,164.71,166.1,295810
2021-02-17,166.1,182.69,162.57,181.9,2030262
2021-02-18,192.31,200.08,185.53,200.08,2324715
2021-02-19,210.24,220.06,197.79,217.92,3390997
2021-02-22,219.21,219.21,207.06,207.06,772683
2021-02-23,199.28,207.06,197.29,199.68,1065361
2021-02-24,202.17,209.65,197.44,200.33,421820
2021-02-25,202.92,202.97,192.31,195.75,496427
2021-02-26,193.7,199.28,189.32,192.31,411658
2021-03-01,193.31,198.39,187.48,188.87,435779
2021-03-02,192.06,193.7,184.84,187.23,319231
2021-03-03,189.32,196.54,188.47,196.54,574239
2021-03-04,195.2,201.08,191.06,192.36,397456
2021-03-05,200.23,200.23,189.32,191.21,487399
2021-03-08,193.31,197.29,187.58,188.77,245615
2021-03-09,190.32,191.91,179.36,183.04,504268
2021-03-10,185.73,192.16,180.35,189.52,492093
2021-03-12,194.2,198.98,188.37,193.16,884403
2021-03-15,193.31,194.35,183.54,185.13,408236
2021-03-16,186.33,188.32,181.6,183.19,254603
2021-03-17,187.33,187.33,174.37,175.82,213100
2021-03-18,178.16,180.95,167.05,167.05,476294
2021-03-19,160.52,172.33,158.73,171.48,699131
2021-03-22,177.06,177.61,166.45,174.17,225064
2021-03-23,174.37,178.01,170.69,173.13,171200
2021-03-24,171.68,174.47,166.2,167.1,171447
2021-03-25,168.25,169.39,158.78,159.88,305084
2021-03-26,161.42,164.66,159.43,163.81,230748
2021-03-30,167.2,167.2,156.04,157.43,301060
2021-03-31,157.88,160.12,155.94,158.38,169620
2021-04-01,160.92,166.25,158.48,166.25,115731
2021-04-05,170.29,174.52,167.4,174.52,565928
2021-04-06,177.76,183.24,171.38,183.24,610086
2021-04-07,184.34,191.01,178.36,180.95,472837
2021-04-08,182.34,183.84,175.67,176.47,240778
2021-04-09,180.25,183.49,176.86,178.71,229067
2021-04-12,175.97,175.97,169.79,169.79,145819
2021-04-13,163.41,169.69,161.97,166.0,384833
2021-04-15,166.4,170.14,158.58,161.57,469517
2021-04-16,161.57,166.3,161.57,164.81,203323
2021-04-19,157.53,164.41,156.59,158.73,305535
2021-04-20,163.41,166.65,162.42,166.65,383899
2021-04-22,174.97,174.97,174.97,174.97,67540
2021-04-23,183.69,183.69,183.69,183.69,71354
2021-04-26,192.86,192.86,192.86,192.86,113777
2021-04-27,192.31,196.74,183.24,190.52,1599071
2021-04-28,193.31,200.03,190.32,199.23,1086999
2021-04-29,202.27,202.27,189.32,190.27,606397
2021-04-30,185.83,194.3,183.94,187.08,415542
2021-05-03,186.33,189.27,184.39,186.38,289166
2021-05-04,187.33,192.76,179.65,180.75,357688
2021-05-05,184.34,187.33,177.41,178.61,371666
2021-05-06,181.1,187.53,178.91,187.53,348427
2021-05-07,190.22,196.29,186.08,186.93,511027
2021-05-10,194.3,195.25,183.04,184.09,651933
2021-05-11,184.14,193.26,179.7,180.25,964193
2021-05-12,181.15,185.68,178.91,180.6,283131
2021-05-14,183.04,183.74,172.53,174.22,432682
2021-05-17,178.26,179.26,174.22,176.07,234718
2021-05-18,178.16,182.84,177.36,179.06,257432
2021-05-19,178.06,182.64,177.01,179.01,239549
2021-05-20,179.85,181.6,174.37,176.07,218033
2021-05-21,177.66,178.31,174.37,175.42,243891
2021-05-24,177.21,178.31,172.78,174.27,230035
2021-05-25,175.57,182.94,173.92,182.79,751548
2021-05-26,184.34,185.18,178.86,180.95,328630
2021-05-27,182.74,182.74,175.37,177.31,205107
2021-05-28,178.36,180.25,175.37,175.82,258331
2021-05-31,177.36,177.36,169.89,172.08,425425
2021-06-01,171.38,174.92,169.69,172.48,239927
2021-06-02,173.38,181.1,170.69,181.1,661495
2021-06-03,182.79,184.34,176.37,177.66,582322
2021-06-04,183.24,186.53,182.0,184.69,1679499
2021-06-07,185.33,185.33,177.36,178.51,679149
2021-06-08,179.11,181.35,172.38,179.21,407557
2021-06-09,181.9,181.9,175.37,176.12,168276
2021-06-10,178.36,178.36,173.38,175.07,191377
2021-06-11,177.21,177.21,173.87,176.57,98251
2021-06-14,177.06,177.66,169.94,174.72,226425
2021-06-15,174.67,176.42,171.53,174.72,135095
2021-06-16,175.37,176.86,173.28,175.47,96169
2021-06-17,174.67,175.32,174.12,174.42,93034
2021-06-18,175.27,175.27,166.95,171.43,150646
2021-06-21,169.39,173.28,167.3,168.49,184400
2021-06-22,171.98,175.82,170.39,172.88,110734
2021-06-23,174.37,178.61,174.37,176.71,164413
2021-06-24,178.36,179.26,174.37,176.42,112555
2021-06-25,176.42,178.36,173.73,175.82,58079
2021-06-28,176.37,177.36,170.99,172.58,107375
2021-06-29,174.27,174.27,170.29,170.94,85607
2021-06-30,173.38,179.45,169.39,179.45,390013
2021-07-01,184.74,184.74,179.45,180.45,210783
2021-07-02,180.45,183.84,176.76,181.3,128731
2021-07-05,182.34,190.32,176.62,190.32,551004
2021-07-06,196.69,198.29,184.44,187.38,365661
2021-07-07,187.33,192.31,184.34,185.73,95291
2021-07-08,187.33,188.22,180.45,183.64,111691
2021-07-09,183.84,184.34,180.35,182.79,71200
2021-07-12,187.33,188.32,182.84,184.44,79061
2021-07-13,186.33,186.33,180.4,181.6,130012
2021-07-14,182.84,189.12,181.6,187.78,124455
2021-07-15,187.78,188.72,184.24,184.84,97471
2021-07-16,185.63,187.23,181.85,183.44,95169
2021-07-19,181.45,188.22,181.45,185.38,97042
2021-07-20,187.13,188.32,177.56,181.8,145382
2021-07-22,182.34,190.86,177.36,190.86,570345
2021-07-23,192.31,200.38,181.95,200.38,770340
2021-07-26,210.24,210.39,210.04,210.39,168666
2021-07-27,220.91,220.91,220.91,220.91,221603
2021-07-28,231.92,231.92,210.34,231.92,1501976
2021-07-29,243.47,243.47,243.47,243.47,36647
2021-07-30,255.63,255.63,255.63,255.63,46164
2021-08-02,268.39,268.39,268.39,268.39,22275
2021-08-03,281.79,281.79,281.79,281.79,53438
2021-08-04,295.84,295.84,295.84,295.84,57834
2021-08-05,310.58,310.58,297.88,310.58,1261972
2021-08-06,326.08,326.08,326.08,326.08,112922
2021-08-09,342.37,342.37,342.37,342.37,47334
2021-08-10,359.46,359.46,359.46,359.46,98868
2021-08-11,373.66,377.39,341.52,377.39,1752090
2021-08-12,373.66,396.23,360.95,396.23,498515
2021-08-13,415.41,416.0,408.53,416.0,544076
2021-08-16,433.39,433.39,395.23,395.23,786907
2021-08-17,375.5,375.5,375.5,375.5,264887
2021-08-18,366.68,389.6,360.21,380.08,1077201
2021-08-20,371.61,383.62,361.1,361.1,414114
2021-08-23,355.72,372.66,343.07,366.98,721922
2021-08-24,356.82,372.91,351.74,359.96,298978
2021-08-25,365.69,367.68,358.81,361.6,98591
2021-08-26,358.71,363.69,349.74,358.06,159424
2021-08-27,358.06,373.66,351.24,369.77,272379
2021-08-30,373.66,379.64,360.7,373.11,369441
2021-08-31,376.55,376.55,363.69,365.88,123158
2021-09-01,371.66,373.36,357.71,369.17,142362
2021-09-02,368.18,374.2,363.69,366.18,140290
2021-09-03,360.7,372.66,360.7,368.72,116677
2021-09-06,371.37,387.16,366.68,387.16,412341
2021-09-07,403.2,406.49,394.58,406.49,654418
2021-09-08,421.88,426.77,414.71,426.77,696010
2021-09-09,440.42,448.09,435.34,448.09,719929
2021-09-13,463.33,470.46,425.72,433.14,1985667
2021-09-14,423.48,437.43,413.51,419.44,759048
2021-09-15,419.49,440.37,419.49,433.34,829345
2021-09-16,440.42,443.31,419.24,426.12,322865
2021-09-17,427.26,433.14,404.84,422.23,302446
2021-09-20,401.86,417.1,401.16,401.16,267265
2021-09-21,388.7,405.74,381.13,398.62,225056
2021-09-22,398.62,408.53,384.37,395.28,96744
2021-09-23,415.01,415.01,415.01,415.01,208957
2021-09-24,433.34,435.73,423.48,435.73,608820
2021-09-27,447.39,457.51,429.46,457.51,413021
2021-09-28,478.18,480.37,459.95,480.37,1090900
2021-09-29,488.25,492.23,459.65,467.77,772695
2021-09-30,474.3,491.13,469.06,491.13,736717
2021-10-01,503.59,515.65,499.5,515.65,293364
2021-10-04,541.4,541.4,515.7,541.4,1384693
2021-10-05,557.99,568.46,514.35,514.35,1465268
2021-10-06,496.22,505.68,488.64,488.64,657380
2021-10-07,475.54,513.06,475.54,495.87,909886
2021-10-08,511.16,512.56,493.23,498.56,233069
2021-10-11,503.19,503.19,475.44,477.53,358322
2021-10-12,485.26,493.23,477.68,483.16,234255
2021-10-13,485.01,494.27,474.54,487.35,333364
2021-10-14,508.17,511.71,481.47,511.71,379632
2021-10-18,537.27,537.27,512.16,516.19,874207
2021-10-19,518.09,520.98,490.39,491.18,304482
2021-10-20,493.23,496.42,466.67,466.67,413267
2021-10-21,450.88,458.35,443.36,445.85,786988
2021-10-22,443.41,464.93,432.0,440.27,423337
2021-10-25,443.9,447.39,418.3,418.3,399643
2021-10-26,407.58,439.17,402.2,439.17,407740
2021-10-27,452.37,461.09,439.92,443.9,916390
2021-10-28,448.39,448.39,423.53,431.2,233985
2021-10-29,430.95,443.21,414.06,429.11,274173
2021-11-01,438.42,444.75,427.46,432.05,191296
2021-11-02,433.24,453.62,431.35,446.1,412654
2021-11-03,450.08,457.11,423.83,428.61,218624
2021-11-04,433.44,442.66,432.45,436.98,85069
2021-11-08,444.75,444.75,423.98,431.35,202856
2021-11-09,436.43,447.39,423.48,432.69,195915
2021-11-10,435.43,437.43,422.18,426.72,200685
2021-11-11,430.45,436.13,413.02,421.24,154184
2021-11-12,430.35,442.26,428.46,442.26,408947
2021-11-15,458.05,458.05,431.75,440.17,302002
2021-11-16,440.42,462.14,435.98,462.14,424056
2021-11-17,473.3,485.21,458.0,464.83,814484
2021-11-18,466.62,466.62,441.61,442.11,567911
2021-11-22,445.2,445.4,420.04,420.74,348770
2021-11-23,420.74,441.76,420.74,441.76,324394
2021-11-24,445.8,463.83,445.8,463.78,588054
2021-11-25,471.11,486.95,463.33,486.95,670385
2021-11-26,482.27,485.7,462.64,464.03,546859
2021-11-29,444.4,454.27,440.87,440.87,254508
2021-11-30,427.46,462.89,424.77,455.41,1364352
2021-12-01,448.39,453.27,441.41,444.65,220802
2021-12-02,445.4,461.59,442.41,446.84,179347
2021-12-03,449.24,452.62,440.92,446.59,130316
2021-12-06,451.88,453.37,438.42,439.97,141575
2021-12-07,443.9,461.94,441.26,458.6,384660
2021-12-08,463.33,470.31,452.37,454.42,236978
2021-12-09,455.31,466.37,446.4,453.42,160921
2021-12-10,455.36,458.35,441.51,444.3,163478
2021-12-13,453.07,466.47,447.19,450.53,253186
2021-12-14,451.38,451.78,443.41,444.4,144437
2021-12-15,443.9,466.62,443.41,448.24,856451
2021-12-16,455.36,458.75,425.87,431.65,922768
2021-12-17,434.34,434.49,410.52,414.11,323921
2021-12-20,405.54,423.48,398.57,410.03,362491
2021-12-21,422.48,430.5,418.5,425.02,589757
2021-12-22,433.44,437.63,419.49,425.52,205868
2021-12-23,430.45,431.45,413.91,415.01,203731
2021-12-24,420.39,422.48,406.14,408.18,126823
2021-12-27,408.18,415.21,401.56,409.33,149027
2021-12-28,416.4,424.47,412.52,417.7,176384
2021-12-29,421.48,424.18,411.52,414.16,155615
2021-12-30,419.79,419.79,409.63,411.27,102069
2021-12-31,416.5,426.72,413.51,417.45,230607
2022-01-03,423.48,433.69,419.99,425.42,193815
2022-01-04,430.45,431.4,421.48,423.48,163726
2022-01-05,423.48,434.39,417.95,428.61,265863
2022-01-06,424.47,429.71,422.03,424.42,123332
2022-01-07,429.46,435.19,422.48,424.13,150524
2022-01-10,428.46,445.3,426.47,445.3,134099
2022-01-11,467.52,467.52,467.52,467.52,81260
2022-01-12,490.89,490.89,459.6,489.24,892142
2022-01-13,497.21,513.7,480.27,513.7,919557
2022-01-14,539.36,539.36,501.3,507.33,1858320
2022-01-17,512.16,516.44,481.97,481.97,562883
2022-01-18,476.29,487.95,457.9,457.9,804324
2022-01-19,451.38,463.14,435.04,439.37,767091
2022-01-20,417.45,417.45,417.45,417.45,177644
2022-01-21,405.54,438.27,400.96,414.26,798566
2022-01-24,414.26,422.58,393.59,393.59,496446
2022-01-25,382.62,413.26,377.04,411.02,689890
2022-01-27,400.56,417.5,398.57,406.19,356253
2022-01-28,413.26,424.47,403.9,408.53,246189
2022-01-31,419.79,423.13,406.64,409.33,183203
2022-02-01,415.46,428.16,411.02,424.32,372919
2022-02-02,433.44,445.5,426.72,445.5,273431
2022-02-03,467.77,467.77,454.37,467.62,615068
2022-02-04,467.62,490.99,458.35,480.87,703093
2022-02-07,478.28,479.38,456.86,456.86,305507
2022-02-08,449.38,456.86,434.04,434.09,307481
2022-02-09,441.41,445.4,424.47,441.36,210244
2022-02-10,444.8,444.8,426.77,435.88,185802
2022-02-11,429.46,446.64,426.47,434.84,219067
2022-02-14,422.53,431.45,413.12,413.81,483418
2022-02-15,416.1,434.49,409.63,434.49,268006
2022-02-16,443.21,449.68,430.7,436.73,170190
2022-02-17,436.43,449.38,434.99,440.96,267083
2022-02-18,434.44,448.34,434.44,442.16,138633
2022-02-21,432.05,442.41,420.09,420.44,233020
2022-02-22,401.41,412.22,399.56,406.94,285857
