Datetime,Open,High,Low,Close,Volume
2026-05-18 09:50:00,1321.4,1322.3,1320.0,1321.9,78944
2026-05-18 09:55:00,1322.0,1322.0,1319.1,1320.0,68908
2026-05-18 10:00:00,1320.0,1323.4,1320.0,1323.4,52181
2026-05-18 10:05:00,1323.4,1323.7,1321.6,1323.4,82810
2026-05-18 10:10:00,1323.5,1325.8,1322.2,1322.9,182687
2026-05-18 10:15:00,1322.9,1323.7,1321.8,1323.1,69010
2026-05-18 10:20:00,1322.6,1323.7,1322.0,1323.4,66741
2026-05-18 10:25:00,1323.9,1327.9,1323.8,1327.1,105185
2026-05-18 10:30:00,1327.0,1329.8,1325.1,1329.5,78152
2026-05-18 10:35:00,1329.5,1333.0,1329.5,1332.0,117086
2026-05-18 10:40:00,1332.0,1334.3,1331.1,1332.4,124778
2026-05-18 10:45:00,1332.4,1332.9,1330.9,1331.8,85600
2026-05-18 10:50:00,1331.8,1334.9,1331.5,1333.6,211541
2026-05-18 10:55:00,1333.9,1336.6,1333.0,1336.5,146469
2026-05-18 11:00:00,1336.5,1337.9,1335.2,1335.3,98289
2026-05-18 11:05:00,1335.8,1338.9,1335.6,1338.5,85981
2026-05-18 11:10:00,1338.3,1338.6,1335.1,1336.9,77814
2026-05-18 11:15:00,1336.9,1339.4,1336.6,1339.4,133414
2026-05-18 11:20:00,1339.2,1339.6,1337.8,1339.0,318185
2026-05-18 11:25:00,1339.0,1339.3,1337.2,1339.0,77677
2026-05-18 11:30:00,1338.9,1339.7,1338.4,1339.6,69503
2026-05-18 11:35:00,1339.6,1341.9,1339.4,1341.1,110584
2026-05-18 11:40:00,1341.1,1341.3,1338.6,1339.3,108181
2026-05-18 11:45:00,1339.2,1339.5,1337.0,1337.5,77737
2026-05-18 11:50:00,1337.5,1338.9,1337.2,1338.1,55614
2026-05-18 11:55:00,1338.2,1339.0,1337.1,1337.1,52965
2026-05-18 12:00:00,1337.5,1337.6,1334.1,1335.0,1011902
2026-05-18 12:05:00,1335.0,1335.0,1333.4,1334.7,78794
2026-05-18 12:10:00,1334.9,1335.0,1334.6,1335.0,463874
2026-05-18 12:15:00,1335.0,1335.0,1333.7,1334.3,160232
2026-05-18 12:20:00,1334.2,1335.0,1333.7,1335.0,69015
2026-05-18 12:25:00,1335.0,1335.0,1334.7,1334.9,76870
2026-05-18 12:30:00,1335.0,1338.1,1335.0,1337.8,102380
2026-05-18 12:35:00,1337.9,1338.9,1337.4,1338.9,82918
2026-05-18 12:40:00,1338.7,1339.0,1337.2,1338.3,95266
2026-05-18 12:45:00,1338.3,1338.6,1337.0,1338.3,54659
2026-05-18 12:50:00,1338.2,1338.8,1337.5,1338.3,64600
2026-05-18 12:55:00,1338.4,1340.5,1337.0,1337.4,132322
2026-05-18 13:00:00,1337.8,1338.9,1337.5,1337.7,58077
2026-05-18 13:05:00,1337.7,1338.0,1334.3,1334.8,1386828
2026-05-18 13:10:00,1334.8,1334.8,1332.7,1333.9,135597
2026-05-18 13:15:00,1333.8,1335.2,1333.8,1334.4,114354
2026-05-18 13:20:00,1334.8,1335.0,1334.0,1335.0,66372
2026-05-18 13:25:00,1335.4,1335.7,1334.4,1334.8,57007
2026-05-18 13:30:00,1334.7,1335.9,1334.3,1334.7,85750
2026-05-18 13:35:00,1334.5,1335.4,1334.0,1334.2,52620
2026-05-18 13:40:00,1334.2,1335.4,1333.0,1335.0,105321
2026-05-18 13:45:00,1335.0,1335.4,1334.0,1335.1,56218
2026-05-18 13:50:00,1335.0,1335.9,1334.5,1335.4,74253
2026-05-18 13:55:00,1335.6,1336.1,1334.6,1334.7,59121
2026-05-18 14:00:00,1335.0,1336.0,1333.5,1335.2,62404
2026-05-18 14:05:00,1335.3,1335.6,1332.0,1333.3,73986
2026-05-18 14:10:00,1333.3,1335.9,1332.8,1333.6,309912
2026-05-18 14:15:00,1333.9,1334.0,1332.4,1332.7,71946
2026-05-18 14:20:00,1332.9,1333.6,1331.6,1331.6,94451
2026-05-18 14:25:00,1331.2,1334.0,1331.2,1333.2,202730
2026-05-18 14:30:00,1333.2,1333.5,1331.3,1331.3,107996
2026-05-18 14:35:00,1331.3,1332.5,1330.1,1332.5,154490
2026-05-18 14:40:00,1332.0,1332.7,1331.3,1332.1,141199
2026-05-18 14:45:00,1332.4,1332.6,1331.9,1332.2,105033
2026-05-18 14:50:00,1332.4,1332.8,1331.8,1332.2,115304
2026-05-18 14:55:00,1332.7,1333.0,1332.0,1332.5,158151
2026-05-18 15:00:00,1332.7,1339.4,1332.2,1336.8,839298
2026-05-18 15:05:00,1336.8,1337.8,1336.0,1336.8,358547
2026-05-18 15:10:00,1336.9,1337.7,1334.3,1335.0,657513
2026-05-18 15:15:00,1334.8,1335.0,1334.2,1334.3,280031
2026-05-18 15:20:00,1334.5,1335.0,1334.3,1334.9,259069
2026-05-18 15:25:00,1335.0,1335.0,1334.0,1335.0,233984
2026-05-19 09:15:00,1339.7,1340.1,1336.3,1339.6,0
2026-05-19 09:20:00,1340.0,1340.8,1338.2,1339.7,200045
2026-05-19 09:25:00,1340.9,1344.0,1340.1,1341.2,376839
2026-05-19 09:30:00,1341.2,1342.2,1338.7,1338.9,235058
2026-05-19 09:35:00,1337.9,1338.9,1335.1,1338.8,200732
2026-05-19 09:40:00,1338.8,1342.5,1338.8,1341.8,156796
